date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:57:11	15016/15016	---M-Z	200	added ('OK')	text/css	etag:%223aa8-64295bf3-e00d8cc753417edf;gz%22	https://www.ramfit.org/wp-content/plugins/donation-for-woocommerce//assets/css/user-wc-donation-form.css?ver=3.2&t=10112023063347	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/donation-for-woocommerce/assets/css/user-wc-donation-formfcad.css	(from https://www.ramfit.org/)
22:57:11	10519/10519	---M-Z	200	added ('OK')	text/css	etag:%222917-64295bf5-6385272180affad2;gz%22	https://www.ramfit.org/wp-content/plugins/tutor/assets/icons/css/tutor-icon.css?ver=1.9.15	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/tutor/assets/icons/css/tutor-icon21f2.css	(from https://www.ramfit.org/)
22:57:11	37639/37639	---M-Z	200	added ('OK')	text/css	etag:%229307-64295bf5-dce909a4fc73ea;gz%22	https://www.ramfit.org/wp-content/plugins/tutor/assets/packages/plyr/plyr.css?ver=1.9.15	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/tutor/assets/packages/plyr/plyr21f2.css	(from https://www.ramfit.org/)
22:57:12	200142/200142	---M-Z	200	added ('OK')	text/css	etag:%2230dce-64295bf5-868115686f500f58;gz%22	https://www.ramfit.org/wp-content/plugins/tutor/assets/css/tutor-front.min.css?ver=1.9.15	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/tutor/assets/css/tutor-front.min21f2.css	(from https://www.ramfit.org/)
22:57:13	1220/1220	---M-Z	200	added ('OK')	text/css	etag:%224c4-64295bf5-139e8144ca4b0561;gz%22	https://www.ramfit.org/wp-content/plugins/tutor/includes/theme-compatibility/astra/assets/css/style.css?ver=6.4.1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/tutor/includes/theme-compatibility/astra/assets/css/styleaec2.css	(from https://www.ramfit.org/)
22:57:13	1974/1974	---M-Z	200	added ('OK')	text/css	etag:%227b6-64295bf4-d84acb9317202aeb;gz%22	https://www.ramfit.org/wp-content/plugins/tutor-pro/addons/tutor-zoom/assets/css/jquery-ui-timepicker.css?ver=1.0.0	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/tutor-pro/addons/tutor-zoom/assets/css/jquery-ui-timepicker8a54.css	(from https://www.ramfit.org/)
22:57:13	5996/5996	---M-Z	200	added ('OK')	text/css	etag:%22176c-64295bf4-ae1ed50bbd3095da;gz%22	https://www.ramfit.org/wp-content/plugins/tutor-pro/addons/tutor-zoom/assets/css/common.css?ver=1.0.0	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/tutor-pro/addons/tutor-zoom/assets/css/common8a54.css	(from https://www.ramfit.org/)
22:57:13	16101/16101	---M-Z	200	added ('OK')	text/css	etag:%223ee5-6429ab0a-61c80da7af55c9a8;gz%22	https://www.ramfit.org/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout-grid.min.css?ver=4.1.2	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout-grid.min8aee.css	(from https://www.ramfit.org/)
22:57:14	6005/6005	---M-Z	200	added ('OK')	text/css	etag:%221775-6429ab0a-986a2eb1cf597994;gz%22	https://www.ramfit.org/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen-grid.min.css?ver=4.1.2	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen-grid.min8aee.css	(from https://www.ramfit.org/)
22:57:14	115260/115260	---M-Z	200	added ('OK')	text/css	etag:%221c23c-6429ab0a-b0bb312444392303;gz%22	https://www.ramfit.org/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.1.2	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min8aee.css	(from https://www.ramfit.org/)
22:57:14	427/427	---M-Z	200	added ('OK')	text/css	etag:%221ab-64295bf5-aa2fdcc7758a1362;gz%22	https://www.ramfit.org/wp-content/plugins/wpfront-scroll-top/css/wpfront-scroll-top.min.css?ver=2.0.7.08086	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/wpfront-scroll-top/css/wpfront-scroll-top.min47ac.css	(from https://www.ramfit.org/)
22:57:15	4562/4562	---M-Z	200	added ('OK')	text/css	etag:%2211d2-6429ab0a-dbe1199fd68c27cf;gz%22	https://www.ramfit.org/wp-content/themes/astra/style.css?ver=6.4.1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/themes/astra/styleaec2.css	(from https://www.ramfit.org/)
22:57:15	155845/155845	---M-Z	200	added ('OK')	text/css	etag:W/%22260c5-fByeBXPlzqi603M74vxjqoxo6o0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/css/bootstrap.min.css?ver=6.4.1	D:/ramkit/copy/ramfit/cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/css/bootstrap.minaec2.css	(from https://www.ramfit.org/)
22:57:15	1179/1179	---M-Z	200	added ('OK')	text/css	etag:%2249b-64295bf6-3a344d1373e41737;gz%22	https://www.ramfit.org/wp-content/themes/ramfit-tutor-astra/assets/css/global-custom.css?v=4.1&ver=6.4.1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/themes/ramfit-tutor-astra/assets/css/global-custom14ae.css	(from https://www.ramfit.org/)
22:57:16	394/394	---M-Z	200	added ('OK')	text/css	etag:%2218a-64295bf6-39d0a956da88fea5;gz%22	https://www.ramfit.org/wp-content/themes/ramfit-tutor-astra/assets/css/navbar.css?v=3.6&ver=6.4.1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/themes/ramfit-tutor-astra/assets/css/navbar2986.css	(from https://www.ramfit.org/)
22:57:16	1024/1024	---M-Z	200	added ('OK')	text/css	etag:%22400-64295bf6-ecbb3be8a59780d9;gz%22	https://www.ramfit.org/wp-content/themes/ramfit-tutor-astra/assets/css/tutor-custom.css?v=3&ver=6.4.1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/themes/ramfit-tutor-astra/assets/css/tutor-customdeb9.css	(from https://www.ramfit.org/)
22:57:16	3238/3238	---M-Z	200	added ('OK')	text/css	etag:%22ca6-64295bf6-4dfb7eb3c9898b46;gz%22	https://www.ramfit.org/wp-content/themes/ramfit-tutor-astra/ytgallery/css/ytgallery.css?v=1&ver=6.4.1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/themes/ramfit-tutor-astra/ytgallery/css/ytgallerycffd.css	(from https://www.ramfit.org/)
22:57:17	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%2274bab4578692993514e7f882cc15c218%22	https://use.fontawesome.com/releases/v5.15.3/css/all.css	D:/ramkit/copy/ramfit/use.fontawesome.com/releases/v5.15.3/css/all.css	(from https://www.ramfit.org/)
22:57:17	19050/19050	---M-Z	200	added ('OK')	text/css	etag:%224a6a-64295bf5-80f80cadbce321ef;gz%22	https://www.ramfit.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine900.css	(from https://www.ramfit.org/)
22:57:18	137254/137254	---M-Z	200	added ('OK')	text/css	etag:%2221826-64295bf5-633808f0d4dbab0b;gz%22	https://www.ramfit.org/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.5.5	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/elementor/assets/css/frontend.mina25a.css	(from https://www.ramfit.org/)
22:57:18	1244/1244	---M-Z	200	added ('OK')	text/css	etag:%224dc-645ea390-4fbb769e182521ed;gz%22	https://www.ramfit.org/wp-content/uploads/elementor/css/post-17.css?ver=1683923856	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/uploads/elementor/css/post-1766c9.css	(from https://www.ramfit.org/)
22:57:18	236766/236766	---M-Z	200	added ('OK')	text/css	etag:%2239cde-64295bf3-f0445469289f459;gz%22	https://www.ramfit.org/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.3.4	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/elementor-pro/assets/css/frontend.min7984.css	(from https://www.ramfit.org/)
22:57:19	71681/71681	---M-Z	200	added ('OK')	text/css	etag:%2211801-645ea391-c20d0bbbc90dc214;gz%22	https://www.ramfit.org/wp-content/uploads/elementor/css/global.css?ver=1683923857	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/uploads/elementor/css/global0906.css	(from https://www.ramfit.org/)
22:57:19	48008/48008	---M-Z	200	added ('OK')	text/css	etag:%22bb88-6548b089-e4dccb4fcac0e770;gz%22	https://www.ramfit.org/wp-content/uploads/elementor/css/post-27.css?ver=1699262601	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/uploads/elementor/css/post-27ad1c.css	(from https://www.ramfit.org/)
22:57:19	1668/1668	---M-Z	200	added ('OK')	text/css	etag:W/%22684-GF2HLIFihozHz5lQusuuoPZJs88%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.css?ver=1.0.3	D:/ramkit/copy/ramfit/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min4bf4.css	(from https://www.ramfit.org/)
22:57:19	3145/3145	---M-Z	200	added ('OK')	text/css	etag:W/%22c49-gaQ0+U8rESTzIyu4bylE+C+yOsA%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css?ver=1.0.3	D:/ramkit/copy/ramfit/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme4bf4.css	(from https://www.ramfit.org/)
22:57:20	34372/34372	---M-Z	200	added ('OK')	text/css	etag:%228644-64295bf5-fe24076f00e2841c;gz%22	https://www.ramfit.org/wp-content/plugins/tutor-lms-elementor-addons/assets/css/tutor-elementor.min.css?ver=1.0.3	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/tutor-lms-elementor-addons/assets/css/tutor-elementor.min4bf4.css	(from https://www.ramfit.org/)
22:57:20	3509/3509	---M-Z	200	added ('OK')	text/css	etag:%22db5-6470730b-b0909f0e9d7236da;gz%22	https://www.ramfit.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=5.6.5	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min9d3a.css	(from https://www.ramfit.org/)
22:57:21	51635/51635	---M-Z	200	added ('OK')	text/css	etag:%22c9b3-64295bf4-d523941b9a07cebb;gz%22	https://www.ramfit.org/wp-content/plugins/wp-user-frontend/assets/css/frontend-forms.css?ver=6.4.1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/wp-user-frontend/assets/css/frontend-formsaec2.css	(from https://www.ramfit.org/)
22:57:21	32691/32691	---M-Z	200	added ('OK')	text/css	etag:%227fb3-64295bf4-7a3860685cb524d9;gz%22	https://www.ramfit.org/wp-content/plugins/wp-user-frontend/assets/css/jquery-ui-1.9.1.custom.css?ver=6.4.1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/wp-user-frontend/assets/css/jquery-ui-1.9.1.customaec2.css	(from https://www.ramfit.org/)
22:57:21	20113/20113	---M-Z	200	added ('OK')	text/css	etag:%224e91-64295bf4-45afe1ad21fa50cd;gz%22	https://www.ramfit.org/wp-content/plugins/wp-user-frontend/assets/vendor/sweetalert2/dist/sweetalert2.css?ver=3.5.26	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/wp-user-frontend/assets/vendor/sweetalert2/dist/sweetalert259ce.css	(from https://www.ramfit.org/)
22:57:21	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%22c55205bce667f5d812354fd1353e7389%22	https://use.fontawesome.com/releases/v5.15.3/css/v4-shims.css	D:/ramkit/copy/ramfit/use.fontawesome.com/releases/v5.15.3/css/v4-shims.css	(from https://www.ramfit.org/)
22:57:22	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-64295bf5-6f26bd0f5d8e717b;gz%22	https://www.ramfit.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://www.ramfit.org/)
22:57:22	677/677	---M-Z	200	added ('OK')	text/css	etag:%222a5-64295bf5-9d7e8a8248c49a83;gz%22	https://www.ramfit.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://www.ramfit.org/)
22:57:23	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-64295bf5-cb9a91cf5a4a9481;gz%22	https://www.ramfit.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://www.ramfit.org/)
22:57:23	8171/8171	---M-Z	200	added ('OK')	application/x-javascript	etag:%221feb-645ea025-ed34840c30625493;gz%22	https://www.ramfit.org/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://www.ramfit.org/)
22:57:24	6625/6625	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219e1-654aa323-e830b972cc77e30c;gz%22	https://www.ramfit.org/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://www.ramfit.org/)
22:57:25	115127/115127	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c1b7-654aa323-d2549f6fd5c050f1;gz%22	https://www.ramfit.org/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://www.ramfit.org/)
22:57:26	917/917	---M-Z	200	added ('OK')	application/x-javascript	etag:%22395-64d2aa61-3c28ca2d8d79458c;gz%22	https://www.ramfit.org/wp-includes/js/dist/blob.min.js?ver=10a1c5c0acdef3d15657	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/blob.min0be0.js	(from https://www.ramfit.org/)
22:57:26	5678/5678	---M-Z	200	added ('OK')	application/x-javascript	etag:%22162e-64d2aa61-49ff88719e4dfa45;gz%22	https://www.ramfit.org/wp-includes/js/dist/autop.min.js?ver=dacd785d109317df2707	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/autop.min13aa.js	(from https://www.ramfit.org/)
22:57:26	2449/2449	---M-Z	200	added ('OK')	application/x-javascript	etag:%22991-645ea025-d157ea59ec46a5e2;gz%22	https://www.ramfit.org/wp-includes/js/dist/block-serialization-default-parser.min.js?ver=30ffd7e7e199f10b2a6d	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/block-serialization-default-parser.min0082.js	(from https://www.ramfit.org/)
22:57:26	10609/10609	---M-Z	200	added ('OK')	application/x-javascript	etag:%222971-645ea025-e95ca150cfaa5eca;gz%22	https://www.ramfit.org/wp-includes/js/dist/vendor/react.min.js?ver=18.2.0	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/vendor/react.min7a3b.js	(from https://www.ramfit.org/)
22:57:27	4627/4627	---M-Z	200	added ('OK')	application/x-javascript	etag:%221213-64d2aa61-50b78c1aa0696219;gz%22	https://www.ramfit.org/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/hooks.min2ebd.js	(from https://www.ramfit.org/)
22:57:27	729/729	---M-Z	200	added ('OK')	application/x-javascript	etag:%222d9-64d2aa61-99fedba06e30292b;gz%22	https://www.ramfit.org/wp-includes/js/dist/deprecated.min.js?ver=73ad3591e7bc95f4777a	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/deprecated.min664b.js	(from https://www.ramfit.org/)
22:57:27	13079/13079	---M-Z	200	added ('OK')	application/x-javascript	etag:%223317-654aa323-81ee0663f837b91d;gz%22	https://www.ramfit.org/wp-includes/js/dist/dom.min.js?ver=49ff2869626fbeaacc23	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/dom.minbac8.js	(from https://www.ramfit.org/)
22:57:28	129397/129397	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f975-64d2aa61-98d4a426bd24d5d9;gz%22	https://www.ramfit.org/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.2.0	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/vendor/react-dom.min7a3b.js	(from https://www.ramfit.org/)
22:57:28	1139/1139	---M-Z	200	added ('OK')	application/x-javascript	etag:%22473-645ea025-dad76b4401a04b41;gz%22	https://www.ramfit.org/wp-includes/js/dist/escape-html.min.js?ver=03e27a7b6ae14f7afaa6	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/escape-html.min0311.js	(from https://www.ramfit.org/)
22:57:28	12649/12649	---M-Z	200	added ('OK')	application/x-javascript	etag:%223169-64d2aa61-d33156c1b45a05ae;gz%22	https://www.ramfit.org/wp-includes/js/dist/element.min.js?ver=ed1c7604880e8b574b40	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/element.min0eb1.js	(from https://www.ramfit.org/)
22:57:29	1097/1097	---M-Z	200	added ('OK')	application/x-javascript	etag:%22449-645ea025-f07803e19e89bda8;gz%22	https://www.ramfit.org/wp-includes/js/dist/is-shallow-equal.min.js?ver=20c2b06ecf04afb14fee	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/is-shallow-equal.mincc0f.js	(from https://www.ramfit.org/)
22:57:29	9445/9445	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224e5-64d2aa61-cdc039d88a4a6510;gz%22	https://www.ramfit.org/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/i18n.minf92f.js	(from https://www.ramfit.org/)
22:57:29	4031/4031	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fbf-64d2aa61-793e3c29295e5b2b;gz%22	https://www.ramfit.org/wp-includes/js/dist/keycodes.min.js?ver=3460bd0fac9859d6886c	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/keycodes.min3d5f.js	(from https://www.ramfit.org/)
22:57:30	3442/3442	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d72-645ea025-9cdfebd9e800cae4;gz%22	https://www.ramfit.org/wp-includes/js/dist/priority-queue.min.js?ver=422e19e9d48b269c5219	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/priority-queue.mind972.js	(from https://www.ramfit.org/)
22:57:30	37550/37550	---M-Z	200	added ('OK')	application/x-javascript	etag:%2292ae-654aa323-fdb15ab2dc385a46;gz%22	https://www.ramfit.org/wp-includes/js/dist/compose.min.js?ver=3189b344ff39fef940b7	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/compose.min3e86.js	(from https://www.ramfit.org/)
22:57:30	2693/2693	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a85-654aa323-7ce627d12fbe563;gz%22	https://www.ramfit.org/wp-includes/js/dist/private-apis.min.js?ver=11cb2ebaa70a9f1f0ab5	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/private-apis.min3089.js	(from https://www.ramfit.org/)
22:57:31	9000/9000	---M-Z	200	added ('OK')	application/x-javascript	etag:%222328-64d2aa61-d81dc0065631d2a9;gz%22	https://www.ramfit.org/wp-includes/js/dist/redux-routine.min.js?ver=0be1b2a6a79703e28531	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/redux-routine.min9528.js	(from https://www.ramfit.org/)
22:57:31	27342/27342	---M-Z	200	added ('OK')	application/x-javascript	etag:%226ace-654aa323-5fe11ce84c4eeab8;gz%22	https://www.ramfit.org/wp-includes/js/dist/data.min.js?ver=dc5f255634f3da29c8d5	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/data.min23f6.js	(from https://www.ramfit.org/)
22:57:32	837/837	---M-Z	200	added ('OK')	application/x-javascript	etag:%22345-645ea025-963ea374778ec715;gz%22	https://www.ramfit.org/wp-includes/js/dist/html-entities.min.js?ver=36a4a255da7dd2e1bf8e	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/html-entities.min68f0.js	(from https://www.ramfit.org/)
22:57:32	2939/2939	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b7b-64d2aa61-244e0138e5400182;gz%22	https://www.ramfit.org/wp-includes/js/dist/shortcode.min.js?ver=c128a3008a96e820aa86	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/shortcode.min1b36.js	(from https://www.ramfit.org/)
22:57:32	171731/171731	---M-Z	200	added ('OK')	application/x-javascript	etag:%2229ed3-654aa323-1dd9e6ed52130ef4;gz%22	https://www.ramfit.org/wp-includes/js/dist/blocks.min.js?ver=7204d43123223474471a	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/dist/blocks.minc6ee.js	(from https://www.ramfit.org/)
22:57:33	6456/6456	---M-Z	200	added ('OK')	application/x-javascript	etag:%221938-64295bf3-9718400e35e4a2ab;gz%22	https://www.ramfit.org/wp-content/plugins/donation-for-woocommerce/assets/js/gutenberg_shortcode_block/build/index.js?ver=3.2	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/donation-for-woocommerce/assets/js/gutenberg_shortcode_block/build/indexcf1b.js	(from https://www.ramfit.org/)
22:57:33	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-654aa323-9f09fcbaa567cc83;gz%22	https://www.ramfit.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.ramfit.org/)
22:57:34	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-645ea025-76cf66c0839ec0bf;gz%22	https://www.ramfit.org/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/jquery/ui/core.min3f14.js	(from https://www.ramfit.org/)
22:57:34	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-64d2aa62-b245f6688cc6ecd8;gz%22	https://www.ramfit.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.ramfit.org/)
22:57:35	3402/3402	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d4a-645ea025-1aaf34ae88a8a0f5;gz%22	https://www.ramfit.org/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.2	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/jquery/ui/mouse.min3f14.js	(from https://www.ramfit.org/)
22:57:35	25449/25449	---M-Z	200	added ('OK')	application/x-javascript	etag:%226369-645ea025-2f334d171f984f62;gz%22	https://www.ramfit.org/wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.2	D:/ramkit/copy/ramfit/www.ramfit.org/wp-includes/js/jquery/ui/sortable.min3f14.js	(from https://www.ramfit.org/)
22:57:36	5352/5352	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214e8-64295bf4-2cd7f057968a2458;gz%22	https://www.ramfit.org/wp-content/plugins/wp-user-frontend/assets/js/billing-address.js?ver=6.4.1	D:/ramkit/copy/ramfit/www.ramfit.org/wp-content/plugins/wp-user-frontend/assets/js/billing-addressaec2.js	(from https://www.ramfit.org/)
